鄉鎮市區,交易標的,土地區段位置/建物區段門牌,土地移轉總面積(平方公尺),使用分區或編定,非都市土地使用分區,非都市土地使用地,交易年月,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積(平方公尺),現況格局-房,現況格局-廳,現況格局-衛,現況格局-隔間,有無管理組織,總價(元),單價(元/平方公尺),車位類別,車位移轉總面積(平方公尺),車位總價(元),備註
東區,地+建+車,忠孝路１７巷1～30號,27.881,它27.881,,,10503,土地1建物1車位1,A六層=54.29,7層,華廈,見其他登記事項，共同使用部份,鋼筋混凝土造,10411,101.686,2房,2廳,1衛,有隔間,有管理組織,7500000,243822,升降機械,0,0,無
北區,地+建,田美三街31～60號,130.387,它130.387,,,10503,土地1建物1,A一層=96.02，騎樓=55.28，夾層=30.74，地下層=55.71，地下一層=20.50，地下二層=265.03,8層,店面,住商用，共同使用部份，商業用,鋼筋混凝土造,,552.979,,2廳,2衛,有隔間,有管理組織,26500000,158421,,0,0,無
東區,地+建,民享街１４６巷1～30號,102,住102,,,10503,土地1建物1,A一層=59.40，二層=59.40,2層,透天厝,住家用,鋼筋混凝土造,7607,134.8,7房,2廳,3衛,有隔間,有管理組織,15100000,370307,,0,0,無
東區,地+建+車,光復路一段５３１巷61～90號,16.841,商16.841,,,10502,土地1建物1車位1,A二層=78.50,10層,華廈,住家用，共同使用部份,鋼筋混凝土造,8601,142.607,3房,2廳,2衛,有隔間,有管理組織,8800000,203993,坡道平面,0,0,無
香山區,土地,海埔段301～330地號,4800.03,,特定農業區,農牧4800.03,10504,土地2,,,土地,,,,0,,,,有隔間,無管理組織,18150000,12500,,0,0,無
北區,地+建+車,武陵路250巷61～90號,27.966,住27.966,,,10503,土地1建物1車位1,A三層=80.68,7層,華廈,住家用，共同使用部份,鋼筋混凝土造,8306,140.768,3房,2廳,2衛,有隔間,有管理組織,6800000,159690,坡道平面,0,0,無
東區,地+建,新源街121～150號,29.329,它29.329,,,10503,土地1建物1,A三層=85.68,12層,住宅大樓,見其他登記事項,鋼筋混凝土造,8704,141.73,3房,2廳,2衛,有隔間,有管理組織,8380000,195459,,0,0,另有公設權狀
東區,地+建+車,慈雲路121～150號,21.124,商21.124,,,10106,土地1建物1車位1,A一層=67.50，二層=67.50，騎樓=24.00,28層,店面,見其他登記事項，共同使用部份,鋼筋混凝土造,10312,252.644,,,,無隔間,有管理組織,61780000,808376,坡道平面,29.76,0,無
東區,地+建+車,慈雲路121～150號,15.2,商15.2,,,10504,土地1建物1車位1,A四層=96.37,28層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10312,189.675,3房,2廳,2衛,有隔間,有管理組織,13620000,237378,坡道平面,29.76,0,無
東區,地+建+車,慈雲路121～150號,14.865,商14.865,,,10504,土地1建物1車位1,A十二層=95.54,28層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10312,185.171,3房,2廳,2衛,有隔間,有管理組織,14860000,265290,坡道平面,29.76,0,無
東區,地+建+車,慈雲路121～150號,24.7,商24.7,,,10209,土地1建物1車位2,A六層=148.68,28層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10312,298.41,4房,2廳,2衛,有隔間,有管理組織,22850000,253132,坡道平面,59.52,0,無
東區,地+建+車,光復路一段５７６巷31～60號,14.035,住14.035,,,10504,土地1建物1車位1,A三層=35.24,10層,套房,住家用，共同使用部份，見其他登記事項,鋼筋混凝土造,8611,69.743,1房,1廳,1衛,有隔間,有管理組織,4680000,221831,坡道機械,0,0,無
東區,地+建+車,光復路一段５３１巷61～90號,16.841,商16.841,,,10504,土地1建物1車位1,A七層=71.94,10層,華廈,住家用，共同使用部份,鋼筋混凝土造,8601,146.182,3房,2廳,2衛,有隔間,有管理組織,8450000,191090,坡道平面,0,0,無
北區,地+建,金竹路１０２巷1～30號,11.004,住11.004,,,10503,土地1建物1,A二層=29.84,0層,套房,住家用，共同使用部份,鋼筋混凝土造,8103,47.434,1房,1廳,1衛,有隔間,有管理組織,1550000,108024,,0,0,無
北區,地+建+車,武陵路175巷1～30號,23.401,它23.401,,,10504,土地1建物1車位1,A五層=87.80,21層,住宅大樓,見其他登記事項，共同使用部份，住家用，停車空間,鋼筋混凝土造,8706,175.266,3房,2廳,2衛,有隔間,有管理組織,8350000,157494,坡道平面,0,0,劉孟昌、 李鳳卿夫妻各持分1/2
北區,地+建+車,武陵路179巷1～30號,12.98,它12.98,,,10504,土地2建物1車位1,A八層=75.44,21層,住宅大樓,見其他登記事項,鋼筋混凝土造,8905,115.305,3房,2廳,2衛,有隔間,有管理組織,5800000,166285,坡道平面,0,0,無
北區,土地,中山段三小段331～360地號,1,商1,,,10504,土地1,,,土地,,,,0,,,,有隔間,無管理組織,262990,869388,,0,0,國有土地出售案件
東區,地+建,安康街４巷31～60號,66,住66,,,10504,土地1建物1,A一層=39.47，二層=39.47，三層=39.47,3層,透天厝,見其他登記事項,鋼筋混凝土造,8705,138.19,6房,3廳,5衛,有隔間,無管理組織,13450000,321751,,0,0,權利人共2人
東區,土地,水源段1081～1110地號,249.943,,特定農業區,農牧249.943,10504,土地1,,,土地,,,,0,,,,有隔間,無管理組織,8500000,112422,,0,0,無
東區,地+建+車,崇和路1～30號,28.714,住28.714,,,10504,土地1建物1車位2,A二十層=137.62,23層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10401,262.335,4房,2廳,2衛,有隔間,有管理組織,20500000,258329,坡道平面,36.04,0,無
東區,地+建+車,慈濟路181～210號,24.115,住24.115,,,10504,土地1建物1車位2,A十九層=106.47,23層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10401,218.833,3房,2廳,2衛,有隔間,有管理組織,16500000,249256,坡道平面,29.18,0,無
東區,地+建+車,崇和路1～30號,28.489,住28.489,,,10504,土地1建物1車位2,A三層=136.34,23層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10401,253.409,4房,2廳,2衛,有隔間,有管理組織,17400000,226988,坡道平面,28.61,0,無
東區,地+建+車,崇和路1～30號,28.714,住28.714,,,10504,土地1建物1車位2,A二十二層=137.62,23層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10401,258.617,4房,2廳,2衛,有隔間,有管理組織,20000000,255652,坡道平面,32.04,0,無
東區,地+建+車,鐵道路一段２８巷91～120號,25.567,它25.567,,,10504,土地1建物1車位1,A六層=100.49,14層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10209,180.782,4房,2廳,2衛,有隔間,有管理組織,12500000,228575,坡道平面,0,0,無
東區,地+建+車,崇和路1～30號,28.938,住28.938,,,10504,土地1建物1車位2,A五層=137.62,23層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10401,256.61,4房,2廳,2衛,有隔間,有管理組織,18000000,231885,坡道平面,29.75,0,無
東區,車位,光復路一段５４４巷91～120號,0.35,住0.35,,,10502,車位1,,14層,車位,,鋼筋混凝土造,10110,0.078,,,,有隔間,有管理組織,1200000,50718895,坡道平面,0,1200000,無
北區,地+建,金竹路１０２巷1～30號,28.977,住28.977,,,10504,土地1建物1,A四層=87.23,0層,公寓,住家用，共同使用部份,鋼筋混凝土造,8103,123.111,3房,2廳,2衛,有隔間,有管理組織,3800000,102038,,0,0,無
北區,地+建,中興路1～30號,93.415,住93.415,,,10503,土地2建物1,A一層=38.95，二層=38.95，三層=38.95，四層=22.60,4層,透天厝,住家用,鋼筋混凝土造,8408,169.24,5房,2廳,3衛,有隔間,無管理組織,7290000,142396,,0,0,無
北區,地+建,凌雲街121～150號,47.592,住47.592,,,10504,土地1建物1,A三層=101.34,14層,住宅大樓,見其他登記事項,鋼筋混凝土造,9803,183.568,3房,2廳,2衛,有隔間,有管理組織,6600000,118856,,0,0,受債權債務影響或債務抵償之交易。
北區,地+建+車,凌雲街61～90號,47.592,住47.592,,,10504,土地1建物1車位1,A八層=101.46,14層,住宅大樓,見其他登記事項,鋼筋混凝土造,9803,183.488,3房,2廳,2衛,有隔間,有管理組織,8950000,161246,坡道平面,0,0,本案屬軍宅閉鎖期間之交易
北區,地+建,和平路61～90號,19.476,住19.476,,,10503,土地1建物1,,10層,華廈,住家用，共同使用部份,鋼筋混凝土造,8903,126.935,4房,2廳,2衛,有隔間,有管理組織,6300000,164071,,0,0,所有權人為兩人
東區,地+建+車,龍山東路211～240號,35.375,住35.375,,,10505,土地3建物1車位1,A三層=154.93,23層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10211,291.394,4房,2廳,3衛,有隔間,有管理組織,18800000,213281,坡道平面,28.1,0,無
東區,地+建+車,龍山西路121～150號,19.619,住19.619,,,10504,土地1建物1車位1,A二層=79.21,14層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10205,152.652,3房,2廳,2衛,有隔間,有管理組織,8700000,188405,坡道平面,23.24,0,無
東區,地+建+車,花園新城街18巷1～30號,31.565,,鄉村區,乙建31.565,10504,土地1建物1車位1,A三層=37.82,4層,公寓,住家用，共同使用部份,鋼筋混凝土造,,63.31,3房,2廳,2衛,有隔間,有管理組織,2600000,135761,一樓,0,0,本買賣含增建部分，車位先到先停
東區,地+建+車,建新路61～90號,26.442,住26.442,,,10504,土地1建物1車位1,A十一層=85.17,15層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,8611,147.338,3房,2廳,2衛,有隔間,有管理組織,8020000,179943,坡道平面,0,0,親友、員工或其他特殊關係間之交易。
北區,地+建,境福街61～90號,6.644,住6.644,,,10504,土地1建物1,A四層=19.32,7層,套房,見其他登記事項,鋼筋混凝土造,9606,38.631,1房,,1衛,有隔間,有管理組織,1630000,139485,,0,0,無
北區,地+建+車,竹光路３５巷1～30號,14.373,住14.373,,,10503,土地1建物1車位1,A八層=83.55,13層,住宅大樓,住家用，共同使用部份,鋼筋混凝土造,8311,126.576,3房,2廳,2衛,有隔間,有管理組織,6150000,160620,坡道機械,0,0,無
北區,地+建,北大路９２巷４０弄1～30號,27,住27,,,10504,土地1建物1,A五層=75.69,5層,公寓,住家用，共同使用部份,鋼筋混凝土造,,100.35,3房,2廳,2衛,有隔間,無管理組織,3650000,120240,,0,0,無
東區,地+建,林森路181～210號,4.487,商4.487,,,10504,土地1建物1,A十一層=36.27,12層,套房,商業用，共同使用部份,鋼筋混凝土造,8011,52.103,1房,1廳,1衛,有隔間,無管理組織,2180000,138315,,0,0,無
北區,地+建+車,武陵路７３巷1～30號,45.089,住45.089,,,10503,土地1建物1車位1,A二層=101.11,14層,住宅大樓,見其他登記事項,鋼筋混凝土造,9309,169.673,3房,2廳,2衛,有隔間,有管理組織,7500000,146125,坡道平面,0,0,無
北區,地+建,聖軍路121～150號,18.202,商18.202,,,10503,土地1建物1,A六層=66.16,14層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10409,114.895,3房,1廳,2衛,有隔間,有管理組織,5500000,158247,,0,0,土地及建物分次登記案件，前案土地登記收件字號第073380號。
房地總價已含收件字第073380號。,,,,,,,,,,,,,,,,,,,,,,,,,,
北區,地+建,光華二街７２巷２５弄1～30號,106,住106,,,10503,土地1建物1,A一層=60.36，二層=60.36，三層=60.36，四層=60.36，見其他登記事項=18.32,4層,透天厝,見其他登記事項,鋼筋混凝土造,10207,300.07,6房,2廳,6衛,有隔間,無管理組織,25250000,278172,,0,0,無
北區,地+建+車,聖軍路121～150號,18.212,商18.212,,,10503,土地1建物1車位1,A十一層=66.16,14層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10409,114.909,3房,1廳,2衛,有隔間,有管理組織,6660000,220415,坡道平面,31.52,0,土地及建物分次登記案件，前案土地登記收件字號第073390號。
房地總價已含收件字第073390號。,,,,,,,,,,,,,,,,,,,,,,,,,,
東區,地+建,南大路５７５巷1～30號,119.56,住93.95,,,10503,土地3建物1,A一層=40.22，二層=40.22，三層=40.22,3層,透天厝,住家用,鋼筋混凝土造,,139.86,6房,3廳,5衛,有隔間,無管理組織,11800000,278909,,0,0,無
東區,地+建,民權路５６巷1～30號,4.762,住4.762,,,10504,土地1建物1,A十層=20.02,12層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10308,44.409,,,,無隔間,有管理組織,3860000,287335,,0,0,無
東區,地+建+車,長春街６２巷1～30號,17.766,它17.766,,,10504,土地1建物1車位1,A五層=59.56,13層,住宅大樓,見其他登記事項,鋼筋混凝土造,9510,128.721,2房,2廳,1衛,有隔間,有管理組織,8000000,205455,坡道平面,0,0,1.另有公設權狀
東區,地+建,培英街３２巷1～30號,25.25,住24它1.25,,,10503,土地3建物1,A一層=22.91，騎樓=48.26，地下層=22.28,4層,公寓,住商用,鋼筋混凝土造,,93.45,3房,2廳,1衛,有隔間,無管理組織,7200000,254699,,0,0,不動產之共有人數為２人
東區,地+建+車,科學園路１０７巷1～30號,14.687,住14.687,,,10504,土地1建物1車位1,A七層=85.28,15層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,8910,145.197,3房,2廳,2衛,有隔間,有管理組織,9750000,221985,坡道平面,26.47,0,無
東區,地+建+車,高翠路１６０巷121～150號,102.18,它102.18,,,10503,土地2建物1車位2,,5層,華廈,見其他登記事項，停車空間，住家用,鋼筋混凝土造,8906,184.793,3房,2廳,2衛,有隔間,有管理組織,9000000,161002,坡道平面,63.94,0,"權利人共兩人,另有公設權狀"
東區,地+建+車,光復路一段８９巷121～150號,8.829,住8.829,,,10504,土地3建物1車位1,A六層=42.39,14層,住宅大樓,住家用，共同使用部份，見其他登記事項,鋼筋混凝土造,8801,95.467,1房,1廳,1衛,有隔間,有管理組織,5650000,195646,坡道平面,0,0,無
北區,地+建+車,聖軍路121～150號,18.212,商18.212,,,10504,土地1建物1車位1,A八層=66.16,14層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10409,146.419,3房,1廳,2衛,有隔間,有管理組織,6550000,159680,坡道平面,31.52,0,土地及建物分次登記案件，前案土地登記收件字號第073400號。
房地總價已含收件字第073400號。,,,,,,,,,,,,,,,,,,,,,,,,,,
北區,地+建+車,聖軍路121～150號,18.212,商18.212,,,10504,土地1建物1車位1,A十四層=66.16,14層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10409,146.433,3房,1廳,2衛,有隔間,有管理組織,6990000,169442,坡道平面,31.52,0,土地及建物分次登記案件，前案土地登記收件字號第073410號。
房地總價已含收件字第073410號。,,,,,,,,,,,,,,,,,,,,,,,,,,
北區,地+建+車,聖軍路121～150號,18.202,商18.202,,,10504,土地1建物1車位1,A七層=66.16,14層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10409,146.419,3房,1廳,2衛,有隔間,有管理組織,6600000,161119,坡道平面,31.52,0,土地及建物分次登記案件，前案土地登記收件字號第073410號。
房地總價已含收件字第073410號。,,,,,,,,,,,,,,,,,,,,,,,,,,
北區,地+建+車,聖軍路121～150號,18.212,商18.212,,,10504,土地1建物1車位1,A十三層=66.16,14層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10409,146.433,3房,1廳,2衛,有隔間,有管理組織,6650000,162538,坡道平面,31.52,0,土地及建物分次登記案件，前案土地登記收件字號第073410號。
房地總價已含收件字第073410號。,,,,,,,,,,,,,,,,,,,,,,,,,,
東區,地+建,培英街３８巷1～30號,27.918,住27.918,,,10503,土地1建物1,,5層,公寓,住家用，共同使用部份,鋼筋混凝土造,7008,105.047,3房,2廳,2衛,有隔間,無管理組織,8360000,263085,,0,0,權利人共2人
東區,地+建+車,公道五路二段301～330號,29.576,住29.576,,,10504,土地1建物1車位2,A三層=106.07,14層,住宅大樓,見其他登記事項,鋼筋混凝土造,9809,215.74,3房,2廳,2衛,有隔間,有管理組織,14800000,226781,坡道平面,0,0,無
北區,地+建,竹光路９５巷1～30號,107,住107,,,10504,土地1建物1,A一層=67.54，二層=67.54，三層=60.51，四層=60.51，見其他登記事項=17.72,4層,透天厝,見其他登記事項,鋼筋混凝土造,9704,310.16,6房,3廳,4衛,有隔間,無管理組織,18500000,197179,,0,0,無
香山區,土地,力行段451～480地號,79.92,,山坡地保育區,農牧79.92,10505,土地1,,,土地,,,,0,,,,有隔間,無管理組織,900000,37227,,0,0,"供買受人通行,停車使用"
東區,地+建+車,東光路１８８巷31～60號,27.308,商27.308,,,10504,土地1建物1車位1,A一層=52.83,10層,華廈,見其他登記事項,鋼筋混凝土造,9803,122.774,4房,2廳,2衛,有隔間,有管理組織,9250000,249064,坡道平面,0,0,無
北區,土地,海濱段451～480地號,146.529,農146.529,,,10504,土地2,,,土地,,,,0,,,,有隔間,無管理組織,1320000,29780,,0,0,無
東區,地+建+車,新莊街２６６巷1～30號,26.798,住26.798,,,10503,土地1建物1車位1,A四層=83.16,1層,華廈,住家用，共同使用部份，見使用執照,鋼筋混凝土造,8312,129.128,3房,2廳,2衛,有隔間,有管理組織,7950000,203527,坡道平面,0,0,無
東區,地+建,光復路一段５７６巷31～60號,5.353,住5.335工0.018,,,10503,土地2建物1,A二層=35.24,10層,華廈,住家用，共同使用部份，見其他登記事項,鋼筋混凝土造,8611,57.242,2房,1廳,2衛,有隔間,有管理組織,4270000,246597,,0,0,無
東區,地+建+車,埔頂三路121～150號,18.249,住18.249,,,10503,土地1建物1車位1,A十層=79.79,14層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10005,150.035,3房,2廳,2衛,有隔間,有管理組織,11250000,247877,坡道平面,0,0,另有公設權狀。
